Buffer,dwt2d-1,dwt2d-2,sha256+xor1,sha512+xor2,aes_encrypt,_se_encrypt
128,4.187769791000003,0.46027513,0.8602251519999997,0.03320236699999999,0.042493066,5.636611594000001
256,0.47942735500000017,0.22310164899999993,0.009840880000000003,0.024515718999999995,0.015116675000000008,0.7771120960000002
384,0.3422591620000001,0.15041696999999998,0.007278645,0.025648304999999996,0.009766867,0.5570507370000001
512,0.30289392099999995,0.12685581099999999,0.006658365000000002,0.025595265,0.007931759,0.504874642
640,0.27454,0.102691602,0.006230411999999999,0.025499099999999997,0.007109477,0.444232623
768,0.251207724,0.097586327,0.006267133,0.027604221999999998,0.006191909999999999,0.42757544599999997
896,0.232798601,0.084760027,0.006224227000000001,0.029736498,0.005794712,0.389005507
1024,0.298929631,0.09389910800000001,0.006746758999999999,0.031570867,0.005896173000000001,0.49093339700000005
1152,0.225120612,0.084190627,0.007216419999999999,0.033154331,0.005795046,0.389478708
1280,0.205174727,0.076193384,0.0066129610000000005,0.029927461000000002,0.005186812,0.36623271
1408,0.23910543699999998,0.08324319399999999,0.008088371,0.035676245999999995,0.006184431,0.417282156
1536,0.198150306,0.066108866,0.006703239999999999,0.029235634999999996,0.0048990760000000005,0.355015134
1664,0.20319099000000002,0.071523176,0.008032004,0.034072025,0.005572326,0.367371754
1792,0.23302367400000001,0.082219074,0.009526246,0.039614407,0.006626241,0.431053594
1920,0.256251598,0.089029072,0.011023172,0.04504503,0.0073640830000000004,0.46954217899999995
2048,0.437389839,0.14895636099999998,0.012611673,0.052351097,0.008515978,0.78601027
2176,0.159772777,0.053263697,0.007755005000000001,0.031851772,0.004697707,0.301143651
2304,0.185411581,0.060871038,0.008581811,0.035799228,0.005302292,0.349416107
2432,0.200425024,0.063641785,0.009497875999999999,0.039844347,0.005871471,0.374210514
2560,0.333220125,0.073553451,0.010572251000000001,0.044780182,0.006488371,0.539547953
2688,0.227837995,0.073712153,0.011587258,0.048563063999999996,0.007134846,0.43643215
2816,0.27034374,0.084589846,0.012616746000000002,0.053027848,0.007810764,0.507785201
2944,0.260883309,0.084632197,0.013881843,0.058109347,0.00842222,0.508317233
3072,0.468664587,0.111794799,0.015138144,0.06450009,0.009399117,0.783552161
3200,0.313920142,0.0986038,0.016268169,0.068373083,0.010064498,0.604831708
3328,0.422559441,0.110095301,0.01769882,0.07434007299999999,0.010917896,0.745726997
3456,0.366526922,0.111897725,0.019123693,0.080247766,0.011729238,0.70171403
3584,0.600541168,0.126784317,0.02068049,0.085932148,0.012689709,0.984277899
3712,0.522908023,0.124803934,0.022040494,0.092505759,0.013746883,0.907367099
3840,0.699294546,0.140480851,0.023304257000000002,0.099881362,0.014657317,1.128508641
3968,0.716288544,0.140724442,0.025053849,0.10623888399999999,0.015575233,1.15724488
4096,0.728024972,0.3143657,0.026849107,0.11254514700000001,0.017170641,1.679007374
4224,0.847476638,0.159976801,0.028285812,0.120801704,0.017690579,1.345103215
4352,0.861560134,0.179635378,0.030006348999999998,0.12834986,0.019071268,1.409839924
4480,0.904066885,0.181156344,0.031796015000000004,0.134176906,0.019625207,1.465106313
4608,0.98608501,0.208448021,0.034138026,0.15012667400000002,0.02083836,1.631161559
4736,0.946667087,0.207367108,0.035717656,0.149538052,0.021808164,1.575935185
4864,1.041561033,0.227550662,0.037296639,0.160241043,0.023248407,1.727592279
4992,0.972728641,0.230713888,0.038895325,0.165630634,0.024186063,1.668352285
5120,1.491516287,0.486534703,0.040923043,0.185545154,0.026235467,2.838572693
5248,0.900564944,0.257420169,0.042817022999999996,0.183233606,0.02674011,1.677539009
5376,1.305863324,0.247263525,0.04481265,0.19561923,0.02798193,2.115063369
5504,0.787599807,0.284884199,0.046789848,0.202064955,0.029408451,1.65078246
5632,1.396753221,0.338162443,0.049528227,0.22447985599999998,0.031158542,2.413814671
5760,0.873758602,0.315579492,0.051540982,0.221689426,0.032000737,1.832899331
5888,1.486217028,0.348154857,0.053583127,0.23417258400000002,0.033402055,2.527261894
6016,0.956631363,0.354288476,0.056308467,0.24201076,0.035373293,2.024068204
6144,1.595860022,0.728650626,0.059586653,0.263364544,0.038106578,3.633866839
6272,1.074783667,0.303463009,0.061205785,0.263785505,0.03811617,2.113269203
6400,1.729966405,0.333615179,0.063157486,0.27734558,0.038872422,2.849291965
6528,1.234180646,0.319023695,0.066374562,0.285561158,0.040771382,2.348928543
6656,1.866716076,0.50124889,0.068864776,0.315734236,0.043027451,3.359636958
6784,1.397297705,0.349858843,0.071602932,0.372514335,0.043797202,2.680779968
6912,2.059440955,0.407288491,0.073027546,0.389521873,0.045404092,3.457964928
7040,2.154502952,0.543773975,0.078653837,0.404264864,0.047129481,3.721406182
7168,2.857148826,0.94014183,0.07954942100000001,0.421860864,0.051239641,5.649577353
7296,2.261071185,0.428053263,0.082055507,0.434561601,0.051082792,3.77138218
7424,2.300408449,0.709002207,0.084342168,0.44825193799999996,0.052024874,4.157121723
7552,2.444937769,0.524245593,0.088132479,0.464483545,0.054471719,4.129824858
7680,2.471581864,1.077449087,0.09312035199999999,0.485243473,0.056820008,5.013852549
7808,2.788506,0.657703745,0.09385916,0.496835114,0.057736036,4.685285996
7936,2.812258729,1.093119601,0.099444916,0.512747949,0.059480741,5.223929217
8064,3.38133284,0.839856136,0.100613868,0.531202812,0.062844835,5.549116823
8192,3.473649953,1.233345043,0.104266367,0.554314853,0.064075712,7.811603171
