Buffer,dwt2d-1,dwt2d-2,sha256+xor1,sha512+xor2,aes_encrypt,_se_encrypt
128,3.6001957199999968,1.8295527030000014,0.07239853799999996,0.10355499600000002,0.13964341600000016,5.9384363019999995
256,1.8770927460000002,0.8793838560000007,0.03719755399999997,0.07784908500000004,0.05614174699999999,3.0194272910000013
384,1.3334706709999997,0.587748731,0.028340612000000008,0.07513524399999999,0.03719605699999999,2.1381089200000005
512,1.1532721159999997,0.484313882,0.025279828999999993,0.07777970000000001,0.030038645,1.9027850760000002
640,0.9703474660000001,0.38246929499999993,0.023470927,0.073874143,0.025256543000000003,1.5451859480000003
768,0.8760544970000003,0.3536341650000001,0.022843913,0.075643148,0.023254797000000008,1.4631948060000002
896,0.7791383310000001,0.297925176,0.02188718,0.078007681,0.020872266,1.2784076619999998
1024,0.9842314670000001,0.318978161,0.023366147,0.09198446199999999,0.020448158999999997,1.605113512
1152,0.6960039000000001,0.274056498,0.022400136,0.07913898700000001,0.019006819,1.181056204
1280,0.7020326570000001,0.279874163,0.024148713000000002,0.084642449,0.019104651,1.241383812
1408,0.658088839,0.25126764199999996,0.023892697999999997,0.08085950799999998,0.018717987999999998,1.138357649
1536,0.710811873,0.262970252,0.024995911,0.086414303,0.01947587,1.26897118
1664,0.654528021,0.250552705,0.026019824,0.084693802,0.019619332,1.1558319620000002
1792,0.630750229,0.245959581,0.026129436,0.08583645899999999,0.019426593,1.1516758930000002
1920,0.5776689740000001,0.22207318,0.02567492,0.08118789400000001,0.018611544,1.047031242
2048,1.047721514,0.38243515199999994,0.029020723,0.09340901800000001,0.021000042,1.843591336
2176,0.564126772,0.211457597,0.02530974,0.08195286599999999,0.019316687,1.0294295409999998
2304,0.6362401959999999,0.242052989,0.028433413999999997,0.090782247,0.021158409,1.18284697
2432,0.503489517,0.19147945300000002,0.023262351,0.074805898,0.017450814,0.938642221
2560,0.9448804049999999,0.21762250099999997,0.026417378,0.08660741599999999,0.019509628,1.471318333
2688,0.596983034,0.219412817,0.02899404,0.093782848,0.02146122,1.119960533
2816,0.714176029,0.251313605,0.029935754000000002,0.10400900899999999,0.0236892,1.3130615829999999
2944,0.465409604,0.169784808,0.022866893,0.07510173,0.017113522,0.878834757
3072,0.9267815589999999,0.222292178,0.025922252,0.08503654,0.018844283,1.46092536
3200,0.538937552,0.19391206,0.026891299,0.08693543199999999,0.020411712999999998,1.023876321
3328,0.776457271,0.217391633,0.028198009,0.095619515,0.021994716,1.319562597
3456,0.647379037,0.219133079,0.030743743,0.102257045,0.023935736,1.2056110539999998
3584,1.151557254,0.253758584,0.032439988,0.108438819,0.025720644,1.802119077
3712,0.980332405,0.240347082,0.035080334000000005,0.115109161,0.027521405,1.6100495559999999
3840,1.332859641,0.272486535,0.037914065,0.126240058,0.029488609,2.044418106
3968,1.344234497,0.269581619,0.039973583,0.130997901,0.031905789000000004,2.062083217
4096,1.4448592439999999,0.626775607,0.044105246,0.146230126,0.033917307,3.172161373
4224,0.809598515,0.14995485,0.022863801,0.07464710399999999,0.017768239,1.213573761
4352,0.844211056,0.166916837,0.023908383999999998,0.078647881,0.018740044,1.288453901
4480,0.865351522,0.163655646,0.025488644999999997,0.11013878399999999,0.019941088,1.340754719
4608,0.932704103,0.186699408,0.027254093,0.09034414,0.020899135,1.442910765
4736,0.907142996,0.181102888,0.027902511999999997,0.123408289,0.021939143,1.437437504
4864,1.042213821,0.201670654,0.029632976999999998,0.11147027200000001,0.023063965,1.603928531
4992,0.895385794,0.198634388,0.031549996999999996,0.108382321,0.024546581,1.45369748
5120,1.446536975,0.473015165,0.034845539,0.113664492,0.025533183,2.679777925
5248,0.839526919,0.21463855,0.034884317,0.12024426399999999,0.026711987,1.448436292
5376,1.239900993,0.242513332,0.036313187,0.15511233400000002,0.028074084,1.941617253
