Buffer,_se_encrypt,encrypt
128,191.30661305700016,194.271497038
256,96.21210543799975,97.117511826
384,68.16991524899989,68.865177883
512,59.91991984699996,60.592318349
640,49.46806580900012,50.142681799
768,46.03937528999999,46.696848515
896,40.82476075799996,41.442283075
1024,48.58811902400003,49.179646625
1152,37.195994217000035,37.75208586
1280,37.02801859099998,37.572532222
1408,34.54208781699999,35.081987604
1536,37.298732994999966,37.837455447
1664,32.30500171599999,32.834605262
1792,32.93909120200001,33.462291619
1920,31.092344239000006,31.612555238
2048,47.79093767100001,48.324246176
2176,30.112435066,30.634410952
2304,31.861322240999993,32.378936495
2432,29.735293887000005,30.242383425
2560,40.08944000200002,40.617733414
2688,29.638590621000006,30.15197499
2816,31.753212258999994,32.259132864
2944,29.628554996000005,30.138310923
3072,41.23024392399999,41.740127927
3200,28.458592028,28.970641313
3328,32.25856613700001,32.763851631
3456,28.715538671999997,29.225024888
3584,38.260973674999995,38.764546099
3712,32.542832315000005,33.050027672
3840,38.257224825,38.769354139
3968,36.710461431999995,37.23170836
4096,53.618611830000006,54.137840635
4224,38.15786964400001,38.69166898
4352,38.24493106399999,38.781282049
4480,36.40055991,36.925979701
4608,38.98064539500001,39.496745738
4736,34.172057563,34.690871146
4864,36.510205572,37.037374303
4992,32.599242122,33.124761178
5120,56.29442214399999,56.838565703
5248,31.690863748000005,32.235872359
5376,36.445387422,36.989056396
5504,27.576259169,28.12268989
5632,37.579421557,38.11919939
5760,29.796500336999994,30.362532564
5888,37.203885311,37.762970381
6016,30.183386899999995,30.729462661
6144,52.345849976000004,52.906835305
6272,31.952248769999997,32.511887851
6400,37.887164475,38.449473822
6528,32.173041317,32.728603764
6656,41.443798228,42.016624903
6784,30.348322815000007,31.56564838
6912,39.682805662,40.965974687
7040,33.628630869,34.822309204
7168,60.931600511,62.126669765
7296,39.669853536000005,41.048063546
7424,40.52306473699999,41.796267415
7552,39.898076599,41.180658083
7680,48.895032089999994,50.378885314
7808,40.660797831,42.019922899
7936,45.416683101,46.795878011
8064,47.642947642,49.026473347
8192,66.716686026,68.222096581
