Buffer,dwt2d-1,dwt2d-2,sha256+xor1,sha512+xor2,aes_encrypt,_se_encrypt,encrypt
128,1.3145316619999958,0.45940447800000017,0.29361592999999936,0.4433844270000003,0.509850016999999,3.744322408000005,4.279997143
640,0.6059795620000002,0.16365606200000002,0.10201916800000001,0.3090669690000001,0.10249504400000001,1.524291294000001,2.547662273
1152,0.643088608,0.152898708,0.09338015600000002,0.32159707700000006,0.07506694,1.540713728,2.545799088
1664,0.856906422,0.15737871300000003,0.092374622,0.304738178,0.070892284,1.7332018270000003,2.76685265
2176,1.527188041,0.163605083,0.09533109499999999,0.3050538040000001,0.071005762,2.4201020719999997,3.491248172
2688,2.9760279680000004,0.17504737399999998,0.093681325,0.30931003999999995,0.07180973399999999,3.8798866600000004,4.929497426
3200,3.323849564,0.200245086,0.093460106,0.30348721300000003,0.071429167,4.240432801,5.304721328
3712,3.3791235850000003,0.257418419,0.08794408299999999,0.297159184,0.068482879,4.32002588,5.587106707
4224,3.773195506,0.35882295399999997,0.09282021399999998,0.307730809,0.071632667,4.840122328,6.524514882
4736,3.653232504,0.44018165200000003,0.08492361500000001,0.418432406,0.065612928,4.902658632,5.940638542
5248,4.609649486,0.9608513989999999,0.104351043,0.47186118,0.080049431,6.522401588,7.723494441
5760,5.786161814,1.272790739,0.12393047200000001,0.541563418,0.09542103500000002,8.281017098,9.161125022
6272,4.729616634999999,1.010342009,0.099216424,0.431884319,0.077186723,6.684999051,8.667215026
6784,5.53240914,1.1728589079999998,0.128115271,0.773715157,0.08765366,8.134495366,9.128158169
7296,6.504430898,1.362203653,0.14753803799999998,0.896194599,0.10081520399999999,9.512068613,10.770562395
7808,7.613337949,1.54496308,0.172495688,1.02800416,0.115382101,11.046470348,12.999226215
